Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1773,CA-2016-129686,27/11/16,11/29/16,Secnd Class,GG-14650,Greg Guthrie,CORPORATE,United States,Chicago,Illinois,60623,CENTRAL,TEC-AC-10001266,technology,Accessories,Memorex Micro Travel Drive 8 GB,62.4,6,0.2,19.5
1774,CA-2014-118976,04/28/14,03/05/14,Stndrd Class,MY-18295,Muhammed Yedwab,CORPORATE,United States,Baltimore,Maryland,21215,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.86,2,0,9.387
1775,CA-2014-118976,04/28/14,05/03/14,Stndrd Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-ST-10000877,OFFICE SUPPLIES,Storage,Recycled Steel Personal File for Standard File Folders,497.61,9,0,129.3786
1776,CA-2014-118976,28/04/14,03/05/14,Stndrd Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,east,OFF-AR-10004752,OFFICE SUPPLIES,Art,Blackstonian Pencils,5.34,2,0,1.4952
1777,CA-2014-118976,28/04/14,05/03/14,Stndrd Class,MY-18295,Muhammed Yedwab,corporate,United States,Baltimore,Maryland,21215,East,OFF-LA-10000452,office supplies,Labels,Avery 488,3.15,1,0,1.512
1778,CA-2015-105347,24/11/15,28/11/15,Stndrd Class,DP-13000,Darren Powers,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,368.91,9,0,180.7659
1779,CA-2015-105347,24/11/15,28/11/15,Stndrd Class,DP-13000,Darren Powers,CONSUMER,United States,Los Angeles,California,90004,west,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7,5,0,6.615
1780,CA-2016-124667,11/11/16,16/11/16,Stndrd Class,BD-11770,Bryan Davis,consumer,United States,New York City,New York,10011,east,TEC-AC-10003447,technology,Accessories,Micropad Numeric Keypads,59.97,3,0,14.9925
1781,CA-2016-124667,11/11/16,11/16/16,Stndrd Class,BD-11770,Bryan Davis,consumer,United States,New York City,New York,10011,east,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,83.36,1,0,20.84
1782,CA-2015-111094,09/07/15,07/13/15,Stndrd Class,CB-12535,Claudia Bergmann,Corporate,United States,Franklin,Massachusetts,2038,EAST,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,6.58,2,0,3.0268
1783,CA-2015-111094,09/07/15,13/07/15,Stndrd Class,CB-12535,Claudia Bergmann,CORPORATE,United States,Franklin,Massachusetts,2038,EAST,OFF-BI-10001597,office supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.94,3,0,59.0112
1784,CA-2017-166317,22/09/17,26/09/17,Stndrd Class,JE-15610,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,53209,central,OFF-PA-10004475,OFFICE SUPPLIES,Paper,Xerox 1940,219.84,4,0,107.7216
1785,CA-2017-166317,09/22/17,26/09/17,Stndrd Class,JE-15610,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,53209,central,TEC-AC-10004510,TECHNOLOGY,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,0,9.816
1786,CA-2017-166317,22/09/17,09/26/17,Stndrd Class,JE-15610,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,53209,central,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,33.04,8,0,15.5288
1787,CA-2017-166317,22/09/17,26/09/17,Stndrd Class,JE-15610,Jim Epp,CORPORATE,United States,Milwaukee,Wisconsin,53209,CENTRAL,TEC-PH-10001615,technology,Phones,AT&T CL82213,86.97,3,0,25.2213
1788,CA-2015-154326,02/15/15,19/02/15,Stndrd Class,RP-19855,Roy Phan,Corporate,United States,Kenosha,Wisconsin,53142,CENTRAL,TEC-PH-10001819,technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,134.97,3,0,64.7856
1789,CA-2015-154326,15/02/15,19/02/15,Stndrd Class,RP-19855,Roy Phan,Corporate,United States,Kenosha,Wisconsin,53142,central,TEC-PH-10000560,technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2,0,195.9944
1790,CA-2015-154326,02/15/15,19/02/15,Stndrd Class,RP-19855,Roy Phan,Corporate,United States,Kenosha,Wisconsin,53142,Central,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,139.95,5,0,26.5905
1791,CA-2014-102008,30/09/14,04/10/14,Stndrd Class,RA-19915,Russell Applegate,CONSUMER,United States,New York City,New York,10011,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,48.94,1,0,24.47
1792,CA-2014-120474,01/12/14,03/12/14,Frst Clss,RP-19390,Resi Pölking,consumer,United States,Madison,Wisconsin,53711,central,FUR-CH-10001854,furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84,8,0,673.8816
1793,CA-2014-120474,01/12/14,03/12/14,Frst Clss,RP-19390,Resi Pölking,Consumer,United States,Madison,Wisconsin,53711,central,OFF-AR-10000475,OFFICE SUPPLIES,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",46.64,4,0,12.5928
1794,CA-2014-104773,12/08/14,13/12/14,Stndrd Class,TB-21175,Thomas Boland,corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",60.416,2,0.2,6.0416
1795,CA-2016-140774,09/05/16,10/09/16,Stndrd Class,BE-11455,Brad Eason,home office,United States,Olathe,Kansas,66062,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94,3,0,26.985
1796,US-2017-139465,27/08/17,30/08/17,Frst Clss,MR-17545,Mathew Reese,home office,United States,New York City,New York,10024,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,63.84,8,0,16.5984
1797,US-2017-139465,08/27/17,30/08/17,Frst Clss,MR-17545,Mathew Reese,Home Office,United States,New York City,New York,10024,East,TEC-PH-10000455,Technology,Phones,GE 30522EE2,$347.97,3,0,100.9113 INR
1798,US-2017-139465,27/08/17,30/08/17,Frst Clss,MR-17545,Mathew Reese,home office,United States,New York City,New York,10024,east,OFF-BI-10003910,office supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,37.008,6,0.2,11.565
1799,CA-2016-100965,07/07/16,11/07/16,Stndrd Class,RM-19375,Raymond Messe,CONSUMER,United States,San Jose,California,95123,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",215.65,5,0,73.321
1800,CA-2016-121034,08/08/16,10/08/16,Secnd Class,JF-15565,Jill Fjeld,consumer,United States,Dallas,Texas,75081,central,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,11.168,4,0.2,3.6296
1801,CA-2016-121034,08/08/16,10/08/16,Secnd Class,JF-15565,Jill Fjeld,Consumer,United States,Dallas,Texas,75081,Central,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",$53.952,3,0.2,17.5344 INR
1802,CA-2016-149461,13/11/16,19/11/16,Stndrd Class,AS-10135,Adrian Shami,home office,United States,Auburn,Washington,98002,WEST,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",4.18 INR,1,0,$1.5048
1803,CA-2017-158379,22/09/17,26/09/17,Secnd Class,JA-15970,Joseph Airdo,Consumer,United States,Philadelphia,Pennsylvania,19134,EAST,OFF-BI-10002498,office supplies,Binders,Clear Mylar Reinforcing Strips,5.607,1,0.7,-4.2987
1804,CA-2017-158379,22/09/17,26/09/17,Secnd Class,JA-15970,Joseph Airdo,consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4663.736,7,0.2,-1049.3406
1805,CA-2017-158379,22/09/17,26/09/17,Secnd Class,JA-15970,Joseph Airdo,consumer,United States,Philadelphia,Pennsylvania,19134,EAST,TEC-AC-10002926,technology,Accessories,Logitech Wireless Marathon Mouse M705,79.984,2,0.2,22.9954
1806,US-2016-116729,25/12/16,28/12/16,Frst Clss,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,90049,WEST,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,2575.944,7,0.2,257.5944
1807,US-2016-116729,25/12/16,12/28/16,Frst Clss,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,90049,west,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,45.36,7,0,21.7728
1808,US-2016-116729,12/25/16,28/12/16,Frst Clss,GK-14620,Grace Kelly,corporate,United States,Los Angeles,California,90049,WEST,TEC-AC-10001465,TECHNOLOGY,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,254.24,7,0,76.272
1809,CA-2016-164938,11/02/16,02/13/16,Frst Clss,PB-19210,Phillip Breyer,Corporate,United States,Tulsa,Oklahoma,74133,CENTRAL,TEC-PH-10004897,TECHNOLOGY,Phones,Mediabridge Sport Armband iPhone 5s,69.93,7,0,0.6993
1810,CA-2016-165484,10/23/16,29/10/16,Stndrd Class,HK-14890,Heather Kirkland,Corporate,United States,Chicago,Illinois,60610,Central,FUR-FU-10001196,FURNITURE,Furnishings,DAX Cubicle Frames - 8x10,16.156,7,0.6,-12.117
1811,CA-2016-165484,10/23/16,29/10/16,Stndrd Class,HK-14890,Heather Kirkland,CORPORATE,United States,Chicago,Illinois,60610,Central,OFF-PA-10000595,OFFICE SUPPLIES,Paper,Xerox 1929,54.816,3,0.2,17.8152
1812,CA-2014-132612,06/09/14,06/11/14,Secnd Class,FO-14305,Frank Olsen,Consumer,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10004534,furniture,Tables,Bevis 44 x 96 Conference Tables,1441.3,7,0,245.021
1813,,20/11/17,11/26/17,Stndrd Class,BT-11680,,Consumer,United States,Newark,Ohio,43055,NAN,FUR-FU-10001861,,,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,5,,
1814,US-2017-161193,11/20/17,26/11/17,Stndrd Class,BT-11680,Brian Thompson,consumer,United States,Newark,Ohio,43055,east,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",4.656,2,0.2,1.5714
1815,,14/09/15,09/18/15,Stndrd Class,SP-20620,,Corporate,United States,Los Angeles,California,90045,NAN,FUR-TA-10002607,nan,,KI Conference Tables,170.136,3,,
1816,CA-2015-164833,04/06/15,04/06/15,Sm Day,LL-16840,Lauren Leatherbury,Consumer,United States,Seattle,Washington,98105,West,OFF-LA-10000443,Office Supplies,Labels,Avery 501,7.38,2,0,3.4686
1817,CA-2015-164833,04/06/15,06/04/15,Sm Day,LL-16840,Lauren Leatherbury,CONSUMER,United States,Seattle,Washington,98105,WEST,OFF-AR-10004685,OFFICE SUPPLIES,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,2,0,3.0558
1818,CA-2015-125423,12/13/15,15/12/15,Secnd Class,MC-17575,Matt Collins,CONSUMER,United States,Los Angeles,California,90036,West,OFF-LA-10001771,office supplies,Labels,Avery 513,9.96,2,0,4.5816
1819,US-2014-130379,25/05/14,29/05/14,Stndrd Class,JL-15235,Janet Lee,CONSUMER,United States,Chicago,Illinois,60623,central,OFF-AP-10001394,office supplies,Appliances,Harmony Air Purifier,$75.6,2,0.8,-166.32 INR
1820,US-2014-130379,25/05/14,29/05/14,Stndrd Class,JL-15235,Janet Lee,Consumer,United States,Chicago,Illinois,60623,Central,FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",29.32,2,0.6,-24.189
1821,CA-2016-168956,16/02/16,20/02/16,Stndrd Class,EA-14035,Erin Ashbrook,corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10004233,office supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,92.064,6,0.8,-225.5568
1822,CA-2016-168956,02/16/16,20/02/16,Stndrd Class,EA-14035,Erin Ashbrook,corporate,United States,Chicago,Illinois,60623,Central,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,6.976,4,0.2,1.8312
1823,,16/02/16,02/20/16,Stndrd Class,EA-14035,,Corporate,United States,Chicago,Illinois,60623,NAN,FUR-CH-10004754,,,"Global Stack Chair with Arms, Black",62.958,3,,
1824,CA-2016-168956,16/02/16,02/20/16,Stndrd Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,60623,Central,OFF-PA-10000809,office supplies,Paper,Xerox 206,5.184,1,0.2,1.8144
1825,CA-2016-167507,22/12/16,28/12/16,Stndrd Class,SA-20830,Sue Ann Reed,consumer,United States,Redmond,Oregon,97756,West,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",31.32,10,0.7,-25.056
1826,CA-2016-167507,22/12/16,28/12/16,Stndrd Class,SA-20830,Sue Ann Reed,CONSUMER,United States,Redmond,Oregon,97756,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,11.84,4,0.2,3.108
1827,CA-2016-167507,22/12/16,28/12/16,Stndrd Class,SA-20830,Sue Ann Reed,consumer,United States,Redmond,Oregon,97756,west,FUR-FU-10002878,furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",22.784,1,0.2,4.8416
1828,CA-2016-109344,08/02/16,02/11/16,Secnd Class,CH-12070,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1127.976,3,0.2,126.8973
1829,US-2015-140851,13/07/15,15/07/15,Secnd Class,ND-18460,Neil Ducich,corporate,United States,Macon,Georgia,31204,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,38.88,6,0,18.6624
1830,CA-2014-103373,18/05/14,05/24/14,Stndrd Class,BS-11755,Bruce Stewart,Consumer,United States,Cleveland,Ohio,44105,EAST,TEC-PH-10002885,TECHNOLOGY,Phones,Apple iPhone 5,779.796,2,0.4,-168.9558
1831,CA-2017-145884,10/21/17,10/21/17,Sm Day,SL-20155,Sara Luxemburg,HOME OFFICE,United States,Muskogee,Oklahoma,74403,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,1439.92,8,0,374.3792
1832,CA-2017-145884,21/10/17,10/21/17,Sm Day,SL-20155,Sara Luxemburg,Home Office,United States,Muskogee,Oklahoma,74403,Central,FUR-TA-10002356,furniture,Tables,Bevis Boat-Shaped Conference Table,262.11,1,0,62.9064
1833,CA-2015-131422,05/11/15,09/11/15,Stndrd Class,GB-14530,George Bell,Corporate,United States,Monroe,North Carolina,28110,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,207,3,0.2,25.875
1834,CA-2017-162691,01/08/17,08/07/17,Stndrd Class,AS-10045,Aaron Smayling,Corporate,United States,Austin,Texas,78745,Central,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1439.982,3,0.4,-263.9967
1835,CA-2017-162691,08/01/17,08/07/17,Stndrd Class,AS-10045,Aaron Smayling,CORPORATE,United States,Austin,Texas,78745,Central,OFF-PA-10003729,OFFICE SUPPLIES,Paper,Xerox 1998,36.288,7,0.2,12.7008
1836,CA-2014-141278,21/06/14,06/24/14,Frst Clss,RM-19375,Raymond Messe,CONSUMER,United States,Meriden,Connecticut,6450,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,21.4,5,0,6.206
1837,CA-2017-122693,02/19/17,02/21/17,Secnd Class,NH-18610,Nicole Hansen,Corporate,United States,Roswell,Georgia,30076,SOUTH,OFF-AP-10002518,OFFICE SUPPLIES,Appliances,Kensington 7 Outlet MasterPiece Power Center,1245.86,7,0,361.2994
1838,CA-2014-117345,01/08/14,05/08/14,Stndrd Class,BF-10975,Barbara Fisher,corporate,United States,Charlotte,North Carolina,28205,south,OFF-LA-10000240,office supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,17.544,3,0.2,5.9211
1839,CA-2014-117345,08/01/14,05/08/14,Stndrd Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,SOUTH,FUR-FU-10000629,furniture,Furnishings,9-3/4 Diameter Round Wall Clock,44.128,4,0.2,12.1352
1840,CA-2014-117345,08/01/14,05/08/14,Stndrd Class,BF-10975,Barbara Fisher,CORPORATE,United States,Charlotte,North Carolina,28205,south,OFF-AP-10001005,office supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,62.92,1,0.2,10.2245
1841,CA-2014-117345,01/08/14,05/08/14,Stndrd Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,south,OFF-PA-10002377,OFFICE SUPPLIES,Paper,Xerox 1916,78.304,2,0.2,29.364
1842,CA-2016-157763,07/18/16,23/07/16,Stndrd Class,KH-16330,Katharine Harms,Corporate,United States,Bowling Green,Kentucky,42104,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,140.81,1,0,39.4268
1843,CA-2015-135391,09/02/15,11/02/15,Secnd Class,FA-14230,Frank Atkinson,Corporate,United States,San Antonio,Texas,78207,Central,OFF-LA-10001074,office supplies,Labels,Round Specialty Laser Printer Labels,40.096,4,0.2,13.5324
1844,CA-2015-135391,09/02/15,11/02/15,Secnd Class,FA-14230,Frank Atkinson,Corporate,United States,San Antonio,Texas,78207,Central,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",40.784,2,0.6,-30.588
1845,US-2017-113852,29/07/17,02/08/17,Stndrd Class,GW-14605,Giulietta Weimer,Consumer,United States,Seattle,Washington,98115,WEST,TEC-AC-10003027,technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,0,11.7741
1846,US-2017-158512,01/12/17,17/01/17,Secnd Class,DA-13450,Dianna Arnett,Home Office,United States,Washington,District of Columbia,20016,east,OFF-PA-10001804,office supplies,Paper,Xerox 195,40.08,6,0,19.2384
1847,US-2017-158512,12/01/17,17/01/17,Secnd Class,DA-13450,Dianna Arnett,home office,United States,Washington,District of Columbia,20016,east,FUR-FU-10004973,furniture,Furnishings,Flat Face Poster Frame,37.68,2,0,15.8256
1848,CA-2017-128370,09/10/17,09/10/17,Sm Day,FH-14275,Frank Hawley,corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352,3,0.2,27.1764
1849,CA-2017-128370,10/09/17,10/09/17,Sm Day,FH-14275,Frank Hawley,corporate,United States,Los Angeles,California,90004,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245
1850,CA-2015-160472,20/07/15,25/07/15,Secnd Class,RK-19300,Ralph Kennedy,consumer,United States,South Bend,Indiana,46614,central,OFF-ST-10000464,OFFICE SUPPLIES,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",34.76,1,0,9.7328
1851,CA-2015-160472,20/07/15,07/25/15,Secnd Class,RK-19300,Ralph Kennedy,consumer,United States,South Bend,Indiana,46614,Central,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,831.2,5,0,124.68
1852,CA-2015-160472,20/07/15,07/25/15,Secnd Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,CENTRAL,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,26.4,5,0,11.88
1853,CA-2015-160472,07/20/15,07/25/15,Secnd Class,RK-19300,Ralph Kennedy,consumer,United States,South Bend,Indiana,46614,Central,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",106.75,7,0,49.105
1854,CA-2015-160472,07/20/15,25/07/15,Secnd Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,central,OFF-PA-10003129,OFFICE SUPPLIES,Paper,Tops White Computer Printout Paper,97.82,2,0,45.9754
1855,CA-2015-160472,20/07/15,25/07/15,Secnd Class,RK-19300,Ralph Kennedy,consumer,United States,South Bend,Indiana,46614,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,141.4,5,0,38.178
1856,CA-2014-114643,13/06/14,17/06/14,Stndrd Class,FM-14215,Filia McAdams,corporate,United States,Los Angeles,California,90032,West,OFF-AR-10003631,OFFICE SUPPLIES,Art,Staples in misc. colors,14.52,3,0,4.7916
1857,US-2017-158218,05/12/17,05/15/17,Secnd Class,AC-10420,Alyssa Crouse,corporate,United States,Houston,Texas,77041,CENTRAL,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92,5,0.2,-15.99
1858,US-2017-158218,12/05/17,15/05/17,Secnd Class,AC-10420,Alyssa Crouse,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10002133,office supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",34.24,4,0.8,-53.072
1859,CA-2015-121608,03/09/15,05/09/15,Frst Clss,JB-15400,Jennifer Braxton,corporate,United States,Bristol,Connecticut,6010,EAST,OFF-AP-10002311,office supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,0,60.5528
1860,,09/03/15,05/09/15,Frst Clss,JB-15400,,Corporate,United States,Bristol,Connecticut,6010,,TEC-PH-10004959,NAN,,Classic Ivory Antique Telephone ZL1810,100.49,1,,
1861,US-2017-121251,26/03/17,27/03/17,Frst Clss,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009,east,FUR-BO-10001918,FURNITURE,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",257.568,2,0.2,-28.9764
1862,US-2017-121251,26/03/17,27/03/17,Frst Clss,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009,EAST,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),119.96,4,0,33.5888
1863,CA-2014-151078,12/11/14,12/11/14,Sm Day,RF-19840,Roy Französisch,Consumer,United States,San Antonio,Texas,78207,central,OFF-ST-10001328,office supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",49.632,4,0.2,4.9632
1864,US-2016-100839,13/10/16,17/10/16,Stndrd Class,NC-18625,Noah Childs,CORPORATE,United States,Aurora,Colorado,80013,WEST,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,727.45,5,0.5,-465.568
1865,US-2016-100839,13/10/16,17/10/16,Stndrd Class,NC-18625,Noah Childs,CORPORATE,United States,Aurora,Colorado,80013,West,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",24.96,3,0.2,4.368
1866,US-2017-116659,12/11/17,12/11/17,Sm Day,NG-18355,Nat Gilpin,Corporate,United States,Newark,Ohio,43055,east,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,370.782,3,0.4,-92.6955
1867,CA-2017-118857,15/04/17,18/04/17,Frst Clss,AH-10075,Adam Hart,Corporate,United States,Henderson,Nevada,89015,West,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,5,0,70.722
1868,CA-2015-127110,25/06/15,01/07/15,Stndrd Class,CH-12070,Cathy Hwang,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,31.104,6,0.2,10.8864
1869,CA-2015-127110,06/25/15,07/01/15,Stndrd Class,CH-12070,Cathy Hwang,home office,United States,Philadelphia,Pennsylvania,19143,east,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,78.256,2,0.2,-17.6076
1870,CA-2016-148201,26/08/16,29/08/16,Secnd Class,CC-12145,Charles Crestani,consumer,United States,Seattle,Washington,98103,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,6.48,1,0,3.1104
1871,CA-2014-116932,07/21/14,25/07/14,Stndrd Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,99.2,5,0,25.792
1872,CA-2014-116932,07/21/14,25/07/14,Stndrd Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122,west,FUR-CH-10001215,FURNITURE,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098
1873,CA-2014-116932,21/07/14,25/07/14,Stndrd Class,ME-18010,Michelle Ellison,corporate,United States,San Francisco,California,94122,West,FUR-TA-10004175,FURNITURE,Tables,"Hon 30"" x 60"" Table with Locking Drawer",272.848,1,0.2,27.2848
1874,CA-2017-142888,21/11/17,25/11/17,Stndrd Class,BP-11230,Benjamin Patterson,consumer,United States,Spokane,Washington,99207,WEST,FUR-TA-10004767,furniture,Tables,Safco Drafting Table,70.98,1,0,20.5842
1875,CA-2014-147914,04/06/14,06/09/14,Stndrd Class,MP-17470,Mark Packer,home office,United States,Columbus,Ohio,43229,EAST,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,16.224,2,0.2,5.8812
1876,US-2016-112977,10/03/16,16/03/16,Stndrd Class,CJ-12010,Caroline Jumper,Consumer,United States,Long Beach,New York,11561,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,176.784,1,0.2,-22.098
1877,CA-2017-112039,03/25/17,29/03/17,Stndrd Class,JC-15775,John Castell,CONSUMER,United States,San Antonio,Texas,78207,central,TEC-PH-10000984,TECHNOLOGY,Phones,Panasonic KX-TG9471B,470.376,3,0.2,47.0376
1878,CA-2017-118885,29/12/17,01/02/18,Stndrd Class,JG-15160,James Galang,CONSUMER,United States,Los Angeles,California,90049,West,FUR-CH-10002880,furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",393.568,4,0.2,-44.2764
1879,CA-2017-118885,29/12/17,01/02/18,Stndrd Class,JG-15160,James Galang,consumer,United States,Los Angeles,California,90049,west,TEC-PH-10002563,technology,Phones,Adtran 1202752G1,302.376,3,0.2,22.6782
1880,,28/03/17,02/04/17,Stndrd Class,CK-12760,,Corporate,United States,Jacksonville,Florida,32216,nan,OFF-BI-10001191,NAN,,Canvas Sectional Post Binders,68.742,9,,
1881,CA-2015-109512,05/03/15,05/03/15,Sm Day,LF-17185,Luke Foster,consumer,United States,New York City,New York,10011,East,OFF-EN-10002621,office supplies,Envelopes,Staple envelope,29.34,3,0,14.67
1882,CA-2015-109512,03/05/15,05/03/15,Sm Day,LF-17185,Luke Foster,CONSUMER,United States,New York City,New York,10011,east,FUR-CH-10001146,furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",383.607,7,0.1,63.9345
1883,CA-2015-109512,03/05/15,05/03/15,Sm Day,LF-17185,Luke Foster,CONSUMER,United States,New York City,New York,10011,East,OFF-ST-10000689,office supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,0,67.608
1884,CA-2016-118570,13/11/16,17/11/16,Stndrd Class,CC-12430,Chuck Clark,Home Office,United States,Philadelphia,Pennsylvania,19143,east,OFF-PA-10001289,office supplies,Paper,White Computer Printout Paper by Universal,217.056,7,0.2,78.6828
